Name,Type,min_power,max_power,min_frequency,max_frequency,Link
Автоакустика BLAM SR165S,компонентная АС,75 Вт,150 Вт,60 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_SR165S-5124329.html
Автоакустика BLAM SR165C,коаксиальная АС,75 Вт,150 Вт,60 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_SR165C-5126520.html
Автоакустика Swat EXE-12D1 v.3,сабвуфер,2 000 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_EXE_12D1_v3-5145474.html
Автоакустика Morel MAXIMO-Coax6x9,коаксиальная АС,100 Вт,200 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_MAXIMO_Coax6x9-409857.html
Автоакустика SWAT REV-12,сабвуфер,450 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/SWAT_REV_12-3294523.html
Автоакустика KICX GFS-165.5,мидбас,60 Вт,120 Вт,65 Гц,6 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_GFS_1655-4659713.html
Автоакустика ACV MS-6PRO,среднечастотная АС,150 Вт,300 Вт,110 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_MS_6PRO-4662973.html
Автоакустика Урал AK,кроссовер,None,None,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_AK-4718372.html
Автоакустика Aura Storm-12.D2,сабвуфер,601 Вт,1 201 Вт,None,None,https://auto.1k.by/digital-caracoustics/aura/Aura_Storm_12D2-4855404.html
Автоакустика Aura Fireball-50,среднечастотная АС,51 Вт,91 Вт,90 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_50-4855512.html
Автоакустика Alphard Machete MM-80F,среднечастотная АС,130 Вт,260 Вт,None,None,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_MM_80F-4935650.html
Автоакустика BLAM R80,среднечастотная АС,50 Вт,100 Вт,150 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_R80-4956451.html
Автоакустика DL Audio Gryphon Lite 15 V.3 SE,сабвуфер,400 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_15_V3_SE-5108597.html
Автоакустика Aura Storm-5.2,коаксиальная АС,51 Вт,101 Вт,90 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Storm_52-5121167.html
Автоакустика AMP Concert 6.5,компонентная АС,55 Вт,None,65 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Concert_65-5127300.html
Автоакустика ACV BD10A,сабвуфер,400 Вт,2 200 Вт,20 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_BD10A-5147441.html
Автоакустика Alphard Apocalypse DB-SA272 D2,сабвуфер,1 500 Вт,3 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Apocalypse_DB_SA272_D2-4365557.html
Автоакустика Mystery MC 542,коаксиальная АС,40 Вт,150 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MC_542-171080.html
Автоакустика Mystery MJ 535,коаксиальная АС,40 Вт,150 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_535-172082.html
Автоакустика Pioneer TS-G1010,коаксиальная АС,70 Вт,None,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G1010-172666.html
Автоакустика Mystery MC 540,компонентная АС,50 Вт,150 Вт,60 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MC_540-174918.html
Автоакустика Mystery MC 543,коаксиальная АС,40 Вт,150 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MC_543-175102.html
Автоакустика MTX RT10-04,сабвуфер,250 Вт,750 Вт,32 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/mtx/MTX_RT10_04-175340.html
Автоакустика Kicx STQ 300,сабвуфер,400 Вт,800 Вт,30 Гц,1 800 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_STQ_300-374584.html
Автоакустика Phantom PS30-13,твитер,12 Вт,50 Вт,3 000 Гц,24 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_PS30_13-375726.html
Автоакустика Calcell CP-402,коаксиальная АС,120 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/calcell/Calcell_CP_402-382068.html
Автоакустика Calcell CP-502,коаксиальная АС,40 Вт,140 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/calcell/Calcell_CP_502-382069.html
Автоакустика Nakamichi NBX30A,сабвуфер,150 Вт,900 Вт,40 Гц,300 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NBX30A-2546969.html
Автоакустика Digma DCA-A402,коаксиальная АС,60 Вт,120 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/digma/Digma_DCA_A402-3114057.html
Автоакустика Digma DCA-B502,коаксиальная АС,80 Вт,200 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/digma/Digma_DCA_B502-3114059.html
Автоакустика Challenger SD-300FA,сабвуфер,250 Вт,500 Вт,None,None,https://auto.1k.by/digital-caracoustics/challenger/Challenger_SD_300FA-3133979.html
Автоакустика Alpine S-S69,коаксиальная АС,85 Вт,260 Вт,65 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_S_S69-3271611.html
Автоакустика SWAT SP-B4,коаксиальная АС,40 Вт,220 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/swat/SWAT_SP_B4-3380435.html
Автоакустика Pioneer TS-G1310F,коаксиальная АС,35 Вт,230 Вт,25 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G1310F-3418851.html
Автоакустика ECON ELS-694,коаксиальная АС,100 Вт,280 Вт,50 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/econ/ECON_ELS_694-3648947.html
Автоакустика JBL GX428,коаксиальная АС,35 Вт,105 Вт,75 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_GX428-3725219.html
Автоакустика ECON EBS-6903,коаксиальная АС,80 Вт,260 Вт,50 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/econ/ECON_EBS_6903-3734531.html
Автоакустика ORIS Electronics JB-693Q,коаксиальная АС,70 Вт,140 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/oris/ORIS_Electronics_JB_693Q-3736089.html
Автоакустика УРАЛ AS-M165 Molot,широкополосная АС,90 Вт,180 Вт,75 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_M165_Molot-3928821.html
Автоакустика AURA Fireball-T1,твитер,51 Вт,91 Вт,3 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/AURA_Fireball_T1-4094205.html
Автоакустика Avatar MTU-61LE,среднечастотная АС,150 Вт,300 Вт,100 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/avatar/Avatar_MTU_61LE-4252011.html
Автоакустика Takara AS-695,коаксиальная АС,150 Вт,300 Вт,20 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/takara/Takara_AS_695-4260799.html
Автоакустика Takara AS-655,коаксиальная АС,60 Вт,120 Вт,80 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/takara/Takara_AS_655-4260801.html
Автоакустика Takara AS-525,коаксиальная АС,60 Вт,120 Вт,120 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/takara/Takara_AS_525-4260813.html
Автоакустика Skylor TW-T20,твитер,20 Вт,70 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_TW_T20-4261381.html
Автоакустика Skylor TW-T35E,твитер,20 Вт,80 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_TW_T35E-4261487.html
Автоакустика Skylor TW-T25B,твитер,10 Вт,120 Вт,2 000 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_TW_T25B-4261493.html
Автоакустика Alphard Apocalypse AP-M61SE,среднечастотная АС,130 Вт,260 Вт,100 Гц,15 500 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Apocalypse_AP_M61SE-4440178.html
Автоакустика Alphard Apocalypse AP-M81SE,среднечастотная АС,170 Вт,340 Вт,110 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Apocalypse_AP_M81SE-4486592.html
Автоакустика Урал ТТ 15,сабвуфер,500 Вт,1 100 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_TT_15-4512039.html
Автоакустика Mystery ML-537,коаксиальная АС,50 Вт,150 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_ML_537-4547089.html
Автоакустика Mystery ML-437,коаксиальная АС,40 Вт,120 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_ML_437-4547091.html
Автоакустика Nakamichi NSE6958,коаксиальная АС,75 Вт,500 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NSE6958-4547106.html
Автоакустика CENTEK CT-8501 69,коаксиальная АС,50 Вт,300 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8501_69-4547173.html
Автоакустика CENTEK CT-8401 525,коаксиальная АС,35 Вт,240 Вт,90 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8401_525-4547176.html
Автоакустика CENTEK CT-8401 4,коаксиальная АС,30 Вт,180 Вт,105 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8401_4-4547177.html
Автоакустика CENTEK CT-8301 69,коаксиальная АС,40 Вт,320 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8301_69-4547178.html
Автоакустика CENTEK CT-8301 4,коаксиальная АС,20 Вт,160 Вт,105 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8301_4-4547179.html
Автоакустика CENTEK CT-8301 13,твитер,15 Вт,45 Вт,3 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8301_13-4547180.html
Автоакустика CENTEK CT-8301 65,коаксиальная АС,30 Вт,280 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8301_65-4547182.html
Автоакустика AURA Storm-693,коаксиальная АС,121 Вт,241 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/AURA_Storm_693-4547184.html
Автоакустика BLAM 200 RS,компонентная АС,100 Вт,200 Вт,50 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_200_RS-4547203.html
Автоакустика CENTEK CT-8301-525,коаксиальная АС,25 Вт,200 Вт,95 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/centek/CENTEK_CT_8301_525-4557396.html
Автоакустика Morel Maximo Ultra 602 Coax MKII,коаксиальная АС,80 Вт,160 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_Ultra_602_Coax_MKII-4602029.html
Автоакустика Swat MAS-12VBA,сабвуфер,250 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_MAS_12VBA-4604452.html
Автоакустика Five SC-520,коаксиальная АС,50 Вт,150 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/five/Five_SC_520-4607644.html
Автоакустика Nakamichi NBF25.0A,сабвуфер,150 Вт,1 000 Вт,20 Гц,180 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NBF250A-4617846.html
Автоакустика DL Audio Grypfon Lite 200v2,среднечастотная АС,70 Вт,None,80 Гц,13 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Grypfon_Lite_200v2-4638064.html
Автоакустика BLAM 165 R2X,компонентная АС,75 Вт,150 Вт,60 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_165_R2X-4641584.html
Автоакустика DL Audio Barracuda 165,среднечастотная АС,60 Вт,None,100 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_165-4643215.html
Автоакустика ESB Audio ESB 1.6C,коаксиальная АС,70 Вт,140 Вт,60 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/esb/ESB_Audio_ESB_16C-4656881.html
Автоакустика Morel Maximo Ultra 402 Coax MKII,коаксиальная АС,45 Вт,100 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_Ultra_402_Coax_MKII-4656885.html
Автоакустика Morel Tempo Ultra 502 Integra MKII,коаксиальная АС,100 Вт,220 Вт,55 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Tempo_Ultra_502_Integra_MKII-4657087.html
Автоакустика Alphard Apocalypse AP-W81AC,мидбас,300 Вт,600 Вт,70 Гц,5 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Apocalypse_AP_W81AC-4661578.html
Автоакустика DL Audio Gryphon Lite 130 V.2,среднечастотная АС,50 Вт,None,75 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_130_V2-4669666.html
Автоакустика DL Audio Barracuda 12A,сабвуфер,300 Вт,900 Вт,20 Гц,300 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_12A-4669672.html
Автоакустика Nakamichi NSA-CS1721,компонентная АС,70 Вт,460 Вт,38 Гц,19 500 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NSA_CS1721-4673609.html
Автоакустика Swat Synthes SYNT-6.2C,компонентная АС,100 Вт,None,50 Гц,26 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_Synthes_SYNT_62C-4693060.html
Автоакустика Swat Synthes SYNT-25TW-T,твитер,30 Вт,None,2 700 Гц,26 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_Synthes_SYNT_25TW_T-4693062.html
Автоакустика Pioneer TS-G1610F,коаксиальная АС,40 Вт,280 Вт,37 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G1610F-4698357.html
Автоакустика EDGE EDB5-E1,коаксиальная АС,50 Вт,100 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDB5_E1-4703752.html
Автоакустика EDGE EDB1TN-E1,твитер,25 Вт,50 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDB1TN_E1-4703785.html
Автоакустика Soundmax SM-CSV502,коаксиальная АС,80 Вт,160 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/soundmax/Soundmax_SM_CSV502-4716839.html
Автоакустика AMP MASS502,коаксиальная АС,45 Вт,90 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_MASS502-4716842.html
Автоакустика Урал Warhead Crossover 2,кроссовер,None,None,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_Warhead_Crossover_2-4721985.html
Автоакустика Aura Fireball-i52,коаксиальная АС,51 Вт,101 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_i52-4855510.html
Автоакустика Incar CAN-LA02,адаптер рулевого управления магнитолой,None,None,None,None,https://auto.1k.by/digital-caracoustics/incar/Incar_CAN_LA02-4857329.html
Автоакустика Mystery MAS-80A,сабвуфер,180 Вт,320 Вт,15 Гц,250 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MAS_80A-4897330.html
Автоакустика KICX NF 120,шумоподавитель,None,None,None,None,https://auto.1k.by/digital-caracoustics/kicx/KICX_NF_120-4906138.html
Автоакустика ACV DR5 Drall,широкополосная АС,60 Вт,130 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_DR5_Drall-4910049.html
Автоакустика Deaf Bonce Machete ML-10S D2,сабвуфер,300 Вт,600 Вт,None,None,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_ML_10S_D2-4938395.html
Автоакустика Deaf Bonce Machete MFX-50,коаксиальная АС,50 Вт,100 Вт,80 Гц,200 001 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_MFX_50-4939728.html
Автоакустика Deaf Bonce Machete MFX-69,коаксиальная АС,75 Вт,150 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_MFX_69-4939729.html
Автоакустика BLAM BM 200WN,сабвуфер,60 Вт,120 Вт,40 Гц,1 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_BM_200WN-4945556.html
Автоакустика BLAM RS12.4,сабвуфер,200 Вт,400 Вт,30 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_RS124-4945559.html
Автоакустика Morel Maximo Ultra 692 Coax MKII,коаксиальная АС,110 Вт,200 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_Ultra_692_Coax_MKII-4945569.html
Автоакустика DL Audio Piranha 12A Black V.2,сабвуфер,900 Вт,None,25 Гц,230 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_12A_Black_V2-4948859.html
Автоакустика Deaf Bonce Machete MLH-69,широкополосная АС,75 Вт,150 Вт,80 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_MLH_69-4948862.html
